month_day,n_years_with_data,tmax_record_high,tmax_record_high_years,tmax_record_low,tmax_record_low_years,tmean_record_high,tmean_record_high_years,tmean_record_low,tmean_record_low_years,tmin_record_high,tmin_record_high_years,tmin_record_low,tmin_record_low_years,precip_record_high,precip_record_high_years
01-27,146,3.8,1990,-25.6,1942,2.8,1971,-27.6,1942,1.5,"2009, 2018",-29.8,1942,10.0,1995
01-28,146,5.7,1989,-20.9,1888,3.9,1989,-24.4,1888,1.9,2016,-27.6,1942,13.0,2025
01-29,146,5.3,2025,-23.3,1987,4.5,2025,-25.7,1987,3.9,2025,-30.5,1987,8.0,1942
01-30,146,6.4,2025,-24.0,1956,5.4,2025,-27.5,1956,2.1,2025,-27.5,1967,13.6,1900
01-31,146,5.0,"2016, 2025",-25.8,1956,4.4,2025,-29.2,1956,2.8,2025,-26.4,1895,23.1,1955
02-01,146,4.5,"1914, 2025",-16.2,1967,3.3,1914,-20.8,1967,1.5,1990,-31.7,1956,10.8,1969
02-02,146,5.7,2020,-20.5,1917,3.2,2020,-24.3,1917,2.2,1990,-27.0,1966,11.5,1957
02-03,146,5.8,2002,-23.2,1966,3.6,2002,-28.3,1966,1.9,1914,-31.8,1966,8.8,2019
02-04,146,4.6,1989,-23.8,1912,3.0,2002,-28.9,1966,2.1,2002,-33.0,1966,7.6,1993
02-05,146,4.8,2002,-24.7,1956,3.5,2002,-29.4,1956,2.6,1989,-32.4,1956,9.9,1999
02-06,146,6.1,1990,-24.7,1956,4.6,1990,-30.4,1956,2.4,2002,-35.2,1956,10.1,1964
02-07,146,5.5,1990,-23.4,1929,4.1,1990,-28.1,1929,3.1,1990,-32.3,1929,12.2,1963
02-08,146,7.2,1990,-25.9,1956,5.7,1990,-29.5,1956,4.3,1990,-32.8,1956,12.9,1941
02-09,146,6.8,1990,-23.3,1956,3.8,1914,-30.5,1893,2.3,2016,-34.6,1893,10.0,1990
02-10,146,5.8,2002,-21.8,1929,4.3,2016,-26.7,1929,3.6,2016,-30.9,1893,10.7,1933
02-11,146,5.2,2015,-17.9,1994,3.9,2016,-22.3,1966,2.9,"2016, 2020",-28.6,1929,10.6,1953
02-12,146,5.0,1925,-17.8,"1956, 1980",4.2,1925,-22.1,1980,2.4,1925,-25.7,1994,9.6,1944
02-13,146,3.9,2016,-19.9,1911,2.9,2016,-23.7,1911,1.8,2016,-26.3,"1895, 1977",6.8,1921
02-14,146,5.9,2017,-23.6,1979,3.4,1995,-26.2,1979,1.9,1995,-28.9,1979,11.6,1991
02-15,146,4.8,2019,-18.9,1979,3.3,1995,-25.8,1979,2.3,1995,-31.5,1979,11.4,1990
02-16,146,6.2,2019,-20.8,1900,4.5,1914,-26.0,1900,2.0,2022,-32.7,1900,11.8,1952
02-17,146,7.5,2020,-19.4,1892,4.8,2020,-23.4,1900,2.6,2020,-27.7,1921,24.5,2024
02-18,146,6.2,2020,-20.7,1900,5.3,2020,-25.7,1900,4.5,2020,-31.5,1900,5.7,1950
02-19,146,5.0,2020,-17.2,2011,4.1,2020,-21.8,1963,2.8,2020,-27.0,1917,14.2,2017
02-20,146,3.7,1990,-18.2,1912,2.4,2015,-23.7,1912,1.3,2015,-26.0,1964,10.1,2002
02-21,146,7.8,1990,-18.1,1912,5.5,1990,-24.4,1912,2.5,1990,-29.6,1893,13.5,2010
02-22,146,6.9,1990,-20.2,1893,4.2,"1990, 1998",-24.4,1893,3.3,1998,-29.1,1893,15.7,1990
02-23,146,5.2,2020,-17.0,1917,3.6,2020,-22.7,1917,1.9,2015,-27.4,1917,10.9,2012
02-24,146,7.4,2014,-14.6,1893,5.1,2014,-22.4,1919,3.6,2014,-31.7,1893,13.0,1999
02-25,146,6.0,1997,-15.3,1919,4.5,1997,-24.0,1919,3.4,1997,-31.0,1919,22.8,1990
02-26,146,5.9,1997,-14.4,1923,4.9,1997,-21.4,1919,3.6,1997,-28.9,1919,9.0,1978
02-27,146,10.2,1989,-15.3,1965,6.3,1989,-19.4,1919,3.6,1882,-24.0,1942,11.4,2008
02-28,146,9.0,1989,-15.4,1947,5.1,1989,-18.8,1947,3.0,1882,-23.9,1919,10.4,1998
02-29,35,6.8,2000,-10.3,1904,4.3,2000,-15.7,1904,2.5,2000,-22.8,1904,9.4,1916
03-01,146,6.9,2017,-14.0,1987,5.0,2017,-17.8,1965,4.1,2017,-25.1,1965,9.4,1976
03-02,146,6.0,2020,-13.7,1892,3.9,2020,-18.0,1892,2.9,2020,-22.7,1892,19.0,2012
03-03,146,6.8,2024,-13.7,1917,4.5,2024,-18.8,1892,3.2,1992,-25.6,1888,13.4,2001
03-04,146,7.3,1959,-12.6,1917,3.3,2015,-17.0,"1917, 1958",2.7,2015,-28.1,1892,11.5,2025
03-05,146,6.1,1959,-16.0,1942,4.2,2020,-20.2,1942,2.2,2020,-24.3,1888,15.1,2020
03-06,146,5.6,1975,-12.6,1917,3.3,2025,-18.5,1900,2.0,2025,-22.8,1900,11.0,1995
03-07,146,6.5,1979,-14.3,1900,3.6,1995,-21.0,1947,2.1,1967,-27.0,1888,13.9,1962
03-08,146,7.5,2019,-14.3,1915,4.8,2015,-18.9,1958,3.0,2015,-25.4,1958,10.6,1929
03-09,146,8.8,2020,-14.9,1888,4.3,2015,-19.2,1888,2.0,"1994, 2015",-26.4,1893,9.9,1969
03-10,146,8.7,2008,-14.5,1888,6.2,2014,-20.9,1888,3.8,2014,-25.5,1888,16.2,1990
03-11,146,9.8,2008,-13.9,1932,5.7,2008,-16.9,1888,4.1,2020,-22.5,1955,8.6,1925
03-12,146,7.3,1921,-13.7,1942,4.2,1992,-20.6,1942,2.9,1992,-26.6,1942,10.9,2003
03-13,146,8.3,2004,-18.7,1942,4.9,2007,-22.1,1942,3.4,"2001, 2007",-26.1,1942,11.0,1998
03-14,146,10.6,2015,-17.7,1942,4.1,1989,-23.4,1942,2.6,1890,-28.6,1942,12.9,1937
03-15,146,11.6,2015,-12.6,1889,5.5,2024,-18.0,1942,4.5,2024,-24.7,1942,14.8,1957
03-16,146,12.6,2015,-13.8,1942,7.1,2024,-20.4,1942,5.6,2024,-29.1,1942,8.8,1952
03-17,146,15.3,2015,-12.9,1979,6.6,2015,-17.6,"1888, 1940",2.9,1989,-24.5,1888,8.9,1914
03-18,146,14.5,2015,-11.9,1963,5.9,2015,-20.6,1942,2.7,2019,-29.0,1942,13.2,1978
03-19,146,14.2,1990,-13.9,1919,7.9,1990,-19.2,1963,4.4,2002,-26.4,1963,11.2,1896
03-20,146,10.5,1990,-11.5,1963,6.4,2023,-18.4,1963,3.3,2002,-25.7,1942,11.0,1930
03-21,146,10.4,1989,-11.0,1917,5.6,1882,-19.0,"1883, 1917",3.7,2007,-26.7,1917,9.1,2021
03-22,146,14.9,2007,-10.9,1916,9.3,2007,-20.1,1883,4.3,2007,-29.9,1883,16.7,1937
03-23,146,12.9,1981,-8.8,1916,6.7,1981,-14.3,1917,4.2,1890,-20.6,1917,25.6,1971
03-24,146,11.2,2021,-11.1,1899,7.2,1903,-17.9,1899,3.5,1992,-25.0,1899,6.3,1988
03-25,146,12.5,2020,-8.7,1919,7.7,1968,-14.9,1899,4.0,1938,-22.1,1899,13.2,2004
03-26,146,13.4,1938,-11.7,1952,9.5,1938,-16.0,1919,7.5,1938,-22.2,1901,15.0,2008
03-27,146,11.5,2007,-11.0,1918,6.2,1903,-16.3,1952,3.2,2010,-22.2,1952,10.4,1983
03-28,146,14.3,2021,-8.6,1952,8.8,1903,-17.1,1952,4.4,2025,-25.7,1952,14.9,1995
03-29,146,15.4,2025,-8.9,1952,9.9,2025,-14.8,1952,6.7,2025,-21.5,1952,14.0,1983
03-30,146,16.1,2025,-5.7,1952,12.0,2025,-11.6,1883,6.7,2025,-18.2,1955,19.1,1965
03-31,146,14.5,2024,-5.1,1929,11.2,2025,-9.5,1906,7.9,2025,-20.8,1883,14.2,1960
04-01,146,19.6,2024,-6.6,1929,12.5,2024,-9.3,1955,8.7,2024,-14.9,1889,10.5,1883
04-02,146,14.3,1913,-5.6,1939,9.6,2010,-10.7,1960,6.5,1988,-17.6,1960,8.9,1945
04-03,146,16.2,1983,-4.1,1881,12.1,1983,-9.6,1960,8.4,1983,-17.8,1960,15.3,1917
04-04,146,15.6,1983,-4.5,1881,13.0,1983,-11.1,1881,10.9,1983,-21.8,1881,9.3,1975
04-05,146,19.0,1983,-5.4,1911,14.0,1983,-9.6,1911,9.4,1983,-16.0,1942,24.5,1977
04-06,146,17.3,1983,-2.4,1902,12.9,1983,-9.0,1911,8.6,1983,-16.7,1911,13.4,2009
04-07,146,18.3,2020,-3.2,1912,11.2,2008,-7.0,1912,9.2,2008,-11.2,1955,16.8,1992
04-08,146,15.4,1890,-3.0,1881,10.7,2024,-8.5,1881,8.7,2024,-18.6,1881,10.8,1959
04-09,146,18.3,2001,-3.0,1902,11.4,2001,-5.4,1941,6.9,2001,-11.4,1941,13.9,1959
04-10,146,21.5,2024,-2.9,1909,11.0,1890,-5.7,1909,5.6,"1890, 1951",-10.6,1941,12.8,2005
04-11,146,18.9,1886,-1.9,1966,10.8,1920,-5.0,1902,9.2,1920,-9.7,1928,16.9,2008
04-12,146,20.1,1886,-3.9,1966,13.0,2021,-7.6,1966,6.6,2021,-11.0,1966,10.3,"1890, 1946"
04-13,146,22.4,1989,-4.6,1966,15.5,1989,-5.6,1966,9.0,1989,-12.3,1926,25.5,1975
04-14,146,20.5,1886,-4.4,1966,13.8,1920,-7.0,1885,10.2,1989,-11.0,1926,23.6,1935
04-15,146,21.0,1920,-4.6,1966,15.1,1920,-6.9,1966,8.5,1920,-9.4,1885,10.5,2001
04-16,146,22.6,2025,-2.4,1884,16.6,1920,-5.2,1966,10.6,1920,-8.1,1946,12.9,1939
04-17,146,21.4,1999,-4.3,1884,16.4,1999,-6.4,1884,12.2,1999,-9.1,1884,14.3,1930
04-18,146,23.6,1999,-0.5,1884,16.6,1999,-4.6,1884,13.3,1999,-12.0,1884,15.5,2018
04-19,146,26.7,2025,-0.6,1909,17.9,2025,-3.6,1979,11.5,2025,-9.4,1884,23.9,1890
04-20,146,22.7,"1999, 2000",-0.5,1909,16.0,1999,-2.9,1922,10.0,1983,-7.9,1885,29.1,1991
04-21,146,23.7,2000,-3.1,1929,18.5,2000,-6.5,1929,12.3,1999,-9.6,1893,13.0,1890
04-22,146,21.1,2000,-0.7,1929,15.3,2000,-4.7,1929,11.3,2000,-8.8,1929,11.6,2017
04-23,146,22.1,1921,-0.9,1888,14.7,2001,-4.0,1981,9.9,1999,-8.5,1888,19.7,1966
04-24,146,25.3,2000,0.3,1924,18.2,2000,-2.3,1924,11.9,2000,-6.3,1881,14.3,1968
04-25,146,25.2,2001,-2.1,1924,20.5,2000,-4.9,1924,14.6,2000,-6.8,1924,15.1,1952
04-26,146,24.0,2001,-1.5,1924,18.2,2001,-3.3,1924,13.0,2001,-6.8,1923,13.3,1966
04-27,146,24.9,2001,0.3,1902,19.3,1986,-2.9,1902,14.6,1986,-7.4,1924,14.1,1950
04-28,146,24.2,1951,-0.8,1902,18.6,1989,-4.2,1902,15.1,2001,-8.0,1902,21.3,1918
04-29,146,25.0,1998,-0.1,1886,19.6,1989,-3.3,1902,15.2,1989,-7.9,1902,20.7,1922
04-30,146,24.5,1998,-0.9,1935,16.3,1882,-2.9,1935,11.3,1936,-7.7,1902,18.9,1926
05-01,146,24.9,1934,0.7,1886,17.6,1987,-1.0,1935,12.5,1987,-5.2,1902,24.2,1957
05-02,146,26.3,1934,0.9,1885,19.9,1934,-3.2,1885,13.0,1934,-5.7,1885,17.5,1915
05-03,146,25.0,1906,1.3,1885,18.1,"1897, 1906",-1.7,1885,12.3,1934,-6.6,1885,19.6,1926
05-04,146,26.0,1906,-0.5,1918,19.7,1996,-3.1,1918,14.8,1987,-5.8,1893,26.8,2003
05-05,146,29.4,1970,1.2,1908,20.9,1906,-1.9,1942,15.7,2004,-4.9,1942,16.0,1903
05-06,146,27.3,1934,0.4,1901,21.0,2004,-0.8,1901,14.8,2004,-2.4,1883,21.0,1904
05-07,146,26.4,"1934, 2004",0.9,1942,20.7,2004,-1.4,"1909, 1953",14.8,2004,-4.0,1953,23.7,1883
05-08,146,25.9,"1934, 1993",2.1,1941,19.6,1934,-0.4,1941,12.7,1934,-3.2,1953,18.6,2021
05-09,146,24.6,1969,0.3,1918,17.5,1934,-1.4,1918,13.0,1957,-5.0,1941,25.5,2007
05-10,146,27.2,1943,2.5,1918,20.9,1943,0.1,1918,13.1,1925,-2.6,1918,56.1,1916
05-11,146,27.9,1910,2.0,1927,21.8,1910,0.2,1927,14.8,1975,-4.1,1918,14.8,2000
05-12,146,27.5,2021,2.9,1916,21.5,2021,1.0,1900,14.5,1910,-2.9,1900,13.1,1924
05-13,146,27.7,2018,2.2,1919,21.2,1897,0.3,1899,15.0,1897,-2.6,1899,15.9,1934
05-14,146,29.4,2018,2.4,1884,21.9,"2010, 2018",0.7,1954,16.1,2010,-2.5,1899,28.6,1995
05-15,146,28.2,2018,2.8,1896,21.6,2018,0.9,1896,15.9,1977,-1.9,1884,23.0,1937
05-16,146,28.4,1975,5.2,1965,22.6,1920,1.7,1965,15.9,1993,-1.3,1965,22.5,1886
05-17,146,30.4,1984,5.1,1893,22.9,1984,2.5,1912,16.8,"1920, 1977",-1.9,1889,12.3,1990
05-18,146,29.5,1906,4.1,1893,23.3,1906,1.7,1893,17.1,1975,-0.5,1893,32.8,2021
05-19,146,33.0,2014,4.6,1893,24.2,2014,1.7,1893,16.9,2013,-2.6,1893,12.2,2006
05-20,146,32.5,2014,3.4,1980,26.5,2014,1.2,1917,18.4,2014,-1.5,1917,31.2,1977
05-21,146,28.6,2014,3.0,1980,22.9,2014,1.3,1917,17.4,2014,-2.0,1917,20.3,1984
05-22,146,28.0,1920,4.6,1909,21.1,1920,2.1,1980,16.1,1930,-1.2,1980,35.5,1997
05-23,146,28.5,2014,4.4,1904,21.2,2014,1.8,1899,14.2,1979,0.1,1884,25.1,1927
05-24,146,29.6,2014,4.4,1904,24.4,2014,3.1,1904,15.9,2014,-0.7,1940,27.3,1943
05-25,146,28.4,2014,7.6,1971,23.1,1979,4.6,1945,17.4,1979,-1.8,1951,22.7,1890
05-26,146,29.6,1958,6.7,1890,22.3,1882,3.3,1888,16.6,2014,-0.1,1968,20.7,1903
05-27,146,30.9,1958,5.3,1888,23.0,1958,2.8,1888,16.1,1891,-1.5,1881,20.9,"1923, 1953"
05-28,146,29.7,2007,3.6,1987,23.8,1889,2.2,1987,17.6,2007,-0.1,1918,31.7,2014
05-29,146,30.6,2007,6.2,1910,23.7,"1889, 2007",3.7,1975,17.9,2007,1.2,"1881, 1918, 1943",21.9,1996
05-30,146,29.5,1889,6.8,1907,24.2,1889,4.6,1907,17.8,2024,0.7,"1881, 1975",16.9,2014
05-31,146,29.5,1995,6.6,1935,23.0,2024,3.1,1916,16.7,1889,0.8,1904,30.1,1924
06-01,146,30.9,1948,7.4,1928,23.9,2011,4.9,1930,17.7,2024,0.3,1916,27.0,2006
06-02,146,29.2,2013,7.0,1930,23.6,1948,4.6,1930,19.7,1948,0.1,1930,34.7,1993
06-03,146,29.9,1995,7.0,1899,23.2,"1995, 2013",5.2,1899,17.9,"1948, 1973",1.0,1941,17.3,1903
06-04,146,29.5,2013,6.8,1918,23.9,2014,4.5,1918,17.8,2024,1.2,1918,30.5,1964
06-05,146,30.9,2014,10.0,"1891, 2009",24.6,2014,4.5,1891,18.1,2019,1.9,1962,25.6,1998
06-06,146,31.5,2014,6.9,1958,24.8,2014,1.6,1908,17.1,1989,0.5,1908,18.4,1957
06-07,146,31.1,2019,8.4,1928,25.1,2019,5.3,1891,18.2,2019,1.7,1908,26.4,1991
06-08,146,31.4,2019,6.4,1941,26.5,2019,3.5,1941,20.2,2019,1.6,1941,18.4,1915
06-09,146,31.3,1956,6.4,1899,24.7,1956,3.5,1899,18.0,1956,0.6,1899,31.4,1974
06-10,146,30.3,1980,7.2,1982,24.4,2011,4.2,1982,20.0,2011,0.7,1982,23.2,1892
06-11,146,31.2,1998,10.1,1940,24.5,1954,7.0,"1885, 1982",20.5,1954,2.0,1891,27.6,1928
06-12,146,30.5,1998,7.1,1885,24.3,1998,4.2,1885,18.1,1954,2.9,1885,24.3,1971
06-13,146,30.2,1995,8.5,1950,24.5,1910,6.4,1950,17.9,1961,4.1,1942,24.1,2003
06-14,146,31.0,1995,10.1,1950,25.5,1995,7.8,1950,17.9,1961,2.7,1885,22.0,1945
06-15,146,34.6,1998,10.9,1990,24.7,1995,8.8,1909,19.3,1995,3.3,1978,26.7,1922
06-16,146,31.0,1977,12.1,1900,25.1,1977,8.1,1932,19.3,1995,3.8,1958,27.6,2016
06-17,146,27.7,2020,9.6,1900,23.2,2020,5.8,1978,18.7,2020,4.1,1893,26.8,2009
06-18,146,32.4,2020,9.8,1973,24.0,2020,6.6,1911,19.1,2016,4.5,1978,31.6,1892
06-19,146,30.8,2021,11.4,1911,25.6,1905,8.4,1911,19.1,2021,3.5,1978,22.5,1951
06-20,146,31.8,2021,8.2,1913,27.1,2021,5.6,1913,21.5,2021,3.0,1910,11.7,2014
06-21,146,34.3,2021,11.6,1945,28.5,2021,7.8,1910,21.4,2021,3.7,1898,16.1,1992
06-22,146,33.5,2021,11.2,1945,29.5,2021,8.8,1910,25.0,2021,3.7,1910,22.9,1967
06-23,146,35.9,2021,11.9,1998,30.3,2021,9.0,"1889, 1939",24.6,2021,4.0,1900,26.0,1886
06-24,146,31.0,1999,9.8,1949,26.3,1999,8.3,"1939, 1949",20.7,"1999, 2021",5.3,1889,40.2,1898
06-25,146,31.5,1999,11.6,1944,25.2,1999,9.4,1902,19.2,"2013, 2021",5.4,1969,29.5,1975
06-26,146,33.4,1999,12.8,1933,27.0,1999,10.8,1944,21.8,1999,6.1,1923,32.6,1893
06-27,146,32.2,1940,13.1,1897,26.2,1972,10.5,1897,22.7,2013,6.0,1887,41.8,1935
06-28,146,31.0,"1972, 1988",11.9,1923,25.8,1988,10.7,1923,20.1,2022,7.6,1945,28.7,1921
06-29,146,32.1,2024,12.6,1985,25.4,2024,9.9,1882,20.7,1989,7.2,1993,27.2,1946
06-30,146,32.0,1972,11.7,1908,26.0,1937,9.6,1985,21.4,1972,6.6,1921,44.3,2004
07-01,146,33.2,2024,11.5,1908,26.0,2011,9.2,1888,20.5,1937,5.6,1969,32.3,2013
07-02,146,31.9,2022,9.9,1908,26.8,2022,8.5,1908,19.9,2022,5.8,1963,32.0,1969
07-03,146,31.5,2016,9.5,1908,25.9,1920,8.4,1908,21.5,2022,7.4,1980,31.5,1937
07-04,146,31.1,1920,9.9,1893,27.3,1920,8.2,1893,21.8,1988,6.0,1893,24.1,1954
07-05,146,31.8,1941,10.6,1893,26.3,1920,9.2,"1893, 1976",21.1,2002,7.1,1893,56.2,1897
07-06,146,32.2,1999,10.5,1976,24.8,2010,9.0,1976,19.5,2013,5.9,"1958, 1992",58.5,2000
07-07,146,31.8,2021,10.5,1976,27.0,2021,9.4,1976,21.7,2021,6.0,1882,37.4,2001
07-08,146,33.6,1972,13.5,1881,27.7,2021,10.8,1917,23.2,2021,6.0,1917,28.3,1960
07-09,146,33.2,2006,10.3,1902,27.2,"1914, 2006",8.1,1902,22.1,2021,6.6,1902,25.8,1966
07-10,146,34.3,2006,13.1,1902,27.6,2021,10.6,1902,21.2,2021,6.6,1902,17.3,1989
07-11,146,34.2,2021,12.7,1887,28.6,2021,10.9,1935,23.9,2021,7.7,1949,37.4,1980
07-12,146,31.6,1941,14.4,"1968, 2015",25.6,"1941, 2010",11.4,"1935, 1968",22.0,2021,8.2,1958,47.2,1940
07-13,146,32.2,"1941, 2021",13.1,1921,27.3,1941,11.0,1921,22.9,1972,7.1,1911,32.8,1969
07-14,146,32.8,2021,12.7,1921,28.9,2010,11.0,"1889, 1921",24.0,2010,7.4,2015,26.7,2000
07-15,146,33.7,1999,14.2,1968,29.2,2010,12.7,1968,22.7,2021,7.4,1889,35.7,1992
07-16,146,32.0,1886,12.1,1987,27.3,2021,10.9,1987,24.8,2021,8.7,1893,69.0,2002
07-17,146,31.7,2001,12.7,1889,26.1,2018,10.9,1987,21.4,2010,7.9,1965,33.7,1961
07-18,146,32.9,2001,13.0,1942,27.4,1882,11.1,1942,22.0,1988,5.8,1987,56.7,1936
07-19,146,33.0,1970,12.4,1996,26.7,1970,10.6,1996,20.6,2010,6.7,1904,40.6,1998
07-20,146,29.8,2002,14.3,1934,25.3,2002,10.4,1958,20.2,2002,7.0,1956,19.6,1991
07-21,146,31.2,2011,13.1,1907,26.0,2011,9.2,1968,21.1,2018,4.9,1968,26.1,2005
07-22,146,30.9,2010,13.6,1968,26.3,2011,10.3,1968,21.7,2011,6.8,1904,39.2,2005
07-23,146,32.7,1936,12.5,1955,26.1,2011,10.7,1968,23.3,2010,8.1,"1951, 1964",15.6,1921
07-24,146,31.7,1914,14.6,1968,26.2,1914,10.3,1968,20.8,2018,5.0,1968,19.0,1937
07-25,146,32.3,1938,14.5,1917,26.6,1938,11.8,1956,20.1,1938,7.8,1951,20.2,"1894, 1920"
07-26,146,34.5,2010,15.0,1894,29.0,2010,12.5,1985,23.7,2010,8.7,1944,43.9,1997
07-27,146,32.6,2010,14.8,1985,27.9,2010,12.7,1956,23.2,2010,6.7,1944,34.2,1979
07-28,146,35.3,2010,14.5,1900,29.2,2010,11.5,1900,23.2,2010,8.9,1945,31.5,1964
07-29,146,33.3,2010,16.2,1900,29.4,2010,12.1,1900,25.0,2010,7.9,1904,28.3,1897
07-30,146,32.1,2012,13.6,1904,27.9,2012,11.5,2019,23.6,2012,7.0,1900,45.8,1883
07-31,146,32.4,2014,12.2,2019,26.9,2014,10.3,2019,22.2,2014,8.0,"1900, 1904",21.4,1946
08-01,146,31.8,1961,14.8,1945,26.0,1893,12.0,1916,20.9,1980,7.0,1948,20.8,1892
08-02,146,30.8,1936,14.5,1916,24.5,1963,12.0,1902,20.4,2014,8.2,1889,29.3,2022
08-03,146,31.7,1896,12.7,1892,25.8,1936,11.5,1892,23.3,1936,8.4,1969,42.6,2021
08-04,146,34.2,2010,14.0,1960,26.4,2010,11.7,1883,21.0,2010,8.1,1969,59.0,1886
08-05,146,30.9,2014,14.9,"1914, 1928",25.8,1912,10.2,1883,19.9,1912,5.2,1960,37.0,1985
08-06,146,30.9,1912,13.4,1928,25.5,1932,11.5,1906,20.6,2014,6.6,1883,27.2,1882
08-07,146,37.1,2010,12.5,1979,28.5,2010,11.3,1979,23.6,2023,7.2,1935,57.9,1987
08-08,146,33.7,2010,13.9,1926,30.1,2010,10.4,1957,23.0,2010,5.9,1957,75.7,1947
08-09,146,32.5,1972,11.3,1987,27.3,1972,10.1,1987,23.3,2010,6.4,1957,27.7,1948
08-10,146,33.5,1985,14.0,"1910, 2012",27.3,1985,10.9,1956,21.4,"1985, 2018",6.6,1891,38.7,1963
08-11,146,31.9,1992,11.3,1910,23.9,2014,9.9,1910,20.2,2018,6.8,1891,40.7,1928
08-12,146,29.6,2007,13.4,1923,24.7,2007,10.4,1923,19.3,2007,6.4,1958,61.3,1881
08-13,146,31.4,2007,11.9,1884,25.8,2007,9.8,1910,19.8,2007,6.5,1923,28.8,2000
08-14,146,32.8,2007,10.6,1910,26.5,2007,9.5,1910,19.0,2007,5.4,1978,19.8,2001
08-15,146,29.7,1935,11.3,1910,24.7,2007,9.7,1910,21.0,"2007, 2010",5.4,1884,34.1,1889
08-16,146,30.5,2007,12.2,1915,25.2,2022,10.9,1984,19.4,2007,5.0,1984,74.8,1935
08-17,146,30.1,2022,13.1,1915,25.7,2022,8.2,1965,21.4,2022,2.6,1965,29.2,1987
08-18,146,30.6,2022,11.7,1911,25.1,2022,10.0,1977,19.7,2022,6.4,"1893, 1977",28.3,1927
08-19,146,31.3,1972,12.9,1949,25.8,2022,9.2,1977,20.8,2022,5.9,1891,19.7,1961
08-20,146,29.4,1955,12.0,1908,24.4,1930,9.3,1949,19.3,1930,5.8,1949,15.9,1896
08-21,146,31.0,1972,12.2,1908,24.0,1972,9.2,1949,19.1,1930,4.9,1949,30.4,2004
08-22,146,31.0,1972,13.1,1958,25.2,1972,9.9,1912,21.3,1972,5.2,1912,53.0,1916
08-23,146,30.3,1972,13.4,1925,24.6,1972,9.5,1971,21.0,1972,4.5,1971,42.3,2012
08-24,146,31.1,2022,12.8,1906,24.5,2022,10.1,1950,18.8,1959,5.8,1950,58.7,1930
