month_day,n_years_with_data,tmax_record_high,tmax_record_high_years,tmax_record_low,tmax_record_low_years,tmean_record_high,tmean_record_high_years,tmean_record_low,tmean_record_low_years,tmin_record_high,tmin_record_high_years,tmin_record_low,tmin_record_low_years,precip_record_high,precip_record_high_years
09-15,153,33.0,1931,15.7,1956,28.0,1931,12.1,1894,22.9,1938,8.0,1894,46.0,1884
09-16,153,30.8,1994,16.5,1900,25.6,1938,13.5,"1894, 1900",22.4,1938,8.0,1894,108.7,1915
09-17,153,30.2,1957,17.6,1900,26.4,1876,13.1,1894,22.1,2022,9.0,1953,98.3,1980
09-18,153,34.0,1971,16.0,1900,27.5,2022,9.9,1894,23.6,2022,6.8,1894,111.1,1980
09-19,153,32.1,1994,15.9,"1905, 1980",25.9,1994,9.8,1894,21.2,"1937, 1994",6.4,1894,89.0,1886
09-20,153,32.8,1911,15.0,1915,26.7,1911,12.1,1894,21.6,1935,6.4,1894,159.6,1875
09-21,153,31.9,1994,17.6,"1921, 1956",26.2,2015,13.0,1894,22.3,1937,7.8,1894,63.8,2016
09-22,153,31.0,1984,17.6,1922,25.6,1994,12.2,2019,22.4,1937,7.8,2019,51.0,1881
09-23,153,31.1,2002,16.6,1991,24.3,2015,11.9,1987,21.5,2017,6.4,1987,65.0,1895
09-24,153,31.8,2015,15.7,1902,26.1,2015,12.7,"1895, 1902",21.5,2015,8.4,1987,82.1,2013
09-25,153,30.3,2004,15.2,2013,25.5,2015,10.0,1875,22.0,2015,7.0,1951,81.4,1961
09-26,153,30.4,1984,15.4,1902,24.0,"1937, 2015",9.4,1875,20.5,"1962, 2010, 2020",7.3,1969,126.0,1877
09-27,153,31.3,2002,12.5,1902,24.1,"1935, 2015",7.2,1902,21.0,1924,4.1,1902,104.8,1909
09-28,153,29.9,1945,12.7,1906,24.3,1945,10.1,1931,21.3,2020,4.4,1902,95.8,1937
09-29,153,29.9,1999,10.8,1941,24.2,1918,7.2,1941,20.5,1918,4.9,1941,103.2,1968
09-30,153,30.1,1998,11.2,1941,24.1,1918,5.6,1941,20.4,1927,2.7,1941,103.5,1886
10-01,153,29.0,1899,14.7,1985,23.9,1899,8.9,1941,20.4,2004,3.0,1941,165.0,1886
10-02,153,30.0,1999,13.0,1959,23.7,1922,10.2,1985,20.2,2018,5.2,1985,171.0,1882
10-03,153,30.3,1905,14.0,1954,26.0,1905,9.7,1959,19.9,1905,5.1,"1959, 1964",175.0,1882
10-04,153,30.7,1952,11.6,1959,25.2,1905,9.7,1946,21.6,1905,5.0,1946,61.7,2021
10-05,153,28.2,1994,9.3,1964,23.5,1883,6.5,1964,19.6,1899,3.5,1964,118.0,1887
10-06,153,28.2,1948,13.1,1959,28.0,1883,7.2,1964,19.9,1909,1.4,1964,127.8,1933
10-07,153,28.7,1974,9.3,1959,22.9,1883,7.3,1959,19.4,2003,3.4,1959,96.5,1970
10-08,153,28.9,1963,9.9,1921,22.4,"1914, 1918, 2002",6.3,1941,20.4,1918,3.1,1941,70.8,1930
10-09,153,32.1,2003,14.0,"1941, 1957",25.5,1904,8.6,1957,21.0,1904,4.6,1941,68.2,1973
10-10,153,32.0,2003,13.2,2023,26.2,1904,9.3,1957,23.1,1904,6.4,1941,88.3,1999
10-11,153,30.6,1904,12.6,1921,24.9,1905,7.8,1921,20.5,1905,4.4,1957,78.0,1999
10-12,153,27.8,1998,12.5,"1898, 1948",24.0,1877,8.2,1948,19.2,1994,3.9,1921,109.6,1996
10-13,153,29.9,1998,13.2,1959,23.8,1998,8.9,1890,18.8,1929,6.0,1948,89.7,1973
10-14,153,29.5,1998,9.8,1959,24.2,2009,5.8,1959,21.1,1982,3.0,1948,79.0,1895
10-15,153,28.7,1997,7.4,1959,22.0,1997,6.1,1959,18.6,1925,3.0,1946,72.8,1999
10-16,153,27.8,1968,12.1,"1941, 1956",23.4,1997,6.8,1911,19.5,1997,3.3,1946,106.7,1984
10-17,153,29.1,1919,10.5,1911,24.3,1919,6.8,1911,20.4,1919,3.3,1970,88.8,1961
10-18,153,28.4,2009,10.1,1911,24.9,2013,5.6,1984,21.0,1919,0.9,1984,160.5,1893
10-19,153,27.4,1952,11.7,1911,23.6,1952,5.7,1984,20.5,1952,1.2,1984,62.5,1884
10-20,153,25.9,2009,12.2,1923,22.6,2010,7.1,1884,20.1,2010,3.4,1920,76.4,1940
10-21,153,27.7,1936,9.5,1899,21.3,1936,7.2,1925,18.1,2009,3.5,"1920, 1923",53.6,1988
10-22,153,26.5,1991,12.3,1925,23.0,1974,7.0,1977,17.7,"1974, 2009",1.6,1925,72.8,1922
10-23,153,26.8,"1938, 2023",7.6,1945,22.4,1938,4.1,1945,18.9,1938,1.5,1950,51.0,2017
10-24,153,27.2,1927,9.3,1950,21.8,1927,4.2,1945,17.7,2007,0.7,1945,107.1,1971
10-25,153,26.9,1930,9.8,1965,22.0,1930,6.2,1965,18.6,2007,2.4,1971,84.3,1900
10-26,153,27.3,1932,6.7,1965,22.3,1932,1.5,1965,18.8,1932,-3.2,1965,83.2,1944
10-27,153,26.1,1931,9.0,1965,21.9,1930,5.2,1946,18.8,1931,0.5,1946,41.0,1881
10-28,153,25.9,2023,9.4,1973,23.1,1922,2.2,1889,19.3,1922,2.5,"1946, 1958",40.5,1920
10-29,153,26.8,1962,9.9,1973,21.3,1932,-0.5,1889,18.4,1962,1.5,1973,58.8,2002
10-30,153,27.0,1938,8.8,1920,21.4,1932,3.5,1889,17.8,1915,2.0,1973,51.6,1988
10-31,153,28.8,1938,7.3,1920,21.8,1938,4.3,1920,18.6,1929,-0.4,1993,108.0,1888
11-01,153,27.3,1932,4.0,1920,23.6,1932,2.4,1920,20.7,1932,0.5,1920,78.0,1935
11-02,153,27.2,1932,6.7,1920,23.7,1932,2.7,1920,20.8,1932,-2.6,1920,35.6,1937
11-03,153,29.1,1938,5.1,1973,23.4,1938,3.0,1973,19.3,1938,0.5,2014,70.6,1981
11-04,153,25.8,1958,7.1,1907,20.8,1967,4.5,1907,18.6,1967,0.2,1931,109.7,1905
11-05,153,26.2,1922,7.5,1907,22.4,1922,3.5,1907,19.0,1922,-0.6,1907,89.0,1888
11-06,153,24.6,1922,8.9,1907,22.3,1922,3.4,1896,19.3,1922,-0.1,1907,94.8,1909
11-07,153,25.8,1922,5.0,1907,21.8,1910,2.3,1907,18.0,1950,-0.6,1907,55.5,2012
11-08,153,24.7,1940,5.5,1907,21.6,1925,2.9,1907,17.9,1925,-2.8,1891,112.0,1895
11-09,153,25.4,1936,5.2,1956,21.8,1925,3.2,1898,18.4,1925,-0.2,1924,67.5,1892
11-10,153,25.3,2016,5.4,1956,21.9,2016,1.8,1956,17.0,2016,-1.3,1924,67.5,1895
11-11,153,25.1,1917,5.5,1956,19.9,1927,1.1,1956,17.0,1959,-1.4,1988,154.4,2015
11-12,153,24.9,1927,5.6,1993,20.8,"1927, 2023",2.3,1988,17.3,2023,-1.7,1956,93.0,1952
11-13,153,23.6,1919,2.9,1988,20.3,1919,1.6,1988,16.9,1919,-0.3,1988,87.6,2015
11-14,153,23.7,2017,5.8,1941,19.7,1905,2.6,1941,15.6,1905,-0.5,1988,56.4,1937
11-15,153,25.5,1950,6.4,1908,21.1,1950,2.5,1896,16.6,1950,0.1,1948,65.2,2006
11-16,153,26.1,2010,5.2,1908,19.6,2010,3.4,1908,16.5,1950,0.9,1948,73.3,2023
11-17,153,24.5,2010,7.2,2011,19.9,2010,1.6,1896,16.2,1905,0.3,1902,50.1,2001
11-18,153,23.1,1954,5.6,2001,18.3,"1882, 1928",1.0,2001,15.3,2010,-2.7,2001,79.8,1938
11-19,153,22.9,1946,6.1,1902,20.0,1882,1.0,1932,17.1,1995,-2.1,1932,51.0,1885
11-20,153,25.1,1946,2.3,1932,20.0,1882,-1.1,1932,15.1,2025,-5.1,1932,89.2,1994
11-21,153,22.1,"1975, 1996",6.2,"1902, 1932",20.3,2022,2.1,"1881, 1932",18.3,2022,-2.4,1932,67.0,1928
11-22,153,22.9,2025,2.0,1956,18.9,2022,0.4,1956,16.6,2015,-0.7,1956,82.0,1892
11-23,153,23.1,2025,3.5,1902,19.4,1909,-0.1,1902,17.4,1909,-2.2,1956,58.0,1981
11-24,153,22.9,1968,3.6,1953,19.1,1968,-0.3,1914,15.9,1975,-3.0,1953,57.7,1967
11-25,153,22.3,1965,4.2,1920,19.5,1965,1.1,1914,15.5,"1965, 2022",-5.4,1914,66.0,1886
11-26,153,22.5,1965,3.7,1920,19.6,2023,1.0,1953,15.0,"1968, 2023",-1.5,1953,73.3,1964
11-27,153,23.0,1977,2.0,1899,20.4,1977,-0.5,1899,17.0,1977,-4.0,1899,62.0,1895
11-28,153,24.0,1969,4.1,1972,19.0,1969,-1.6,1958,14.9,1996,-4.7,1958,87.0,1879
11-29,153,21.6,2021,3.0,1931,18.1,1983,-1.0,1931,14.8,1983,-3.8,1931,66.0,1879
11-30,153,23.1,2021,5.4,1941,18.4,2010,2.3,1955,13.8,2010,-4.4,1931,76.9,2014
12-01,153,21.1,1990,4.5,1941,18.7,1879,-1.7,1955,15.0,1990,-6.7,1955,62.7,2019
12-02,153,21.3,1957,3.0,1941,21.4,1879,0.1,1941,16.1,1957,-2.1,1907,58.3,2015
12-03,153,22.1,2012,1.9,1931,18.2,2010,-2.0,1941,15.2,1961,-4.6,1985,112.5,1908
12-04,153,23.5,2010,0.3,1945,19.8,2010,-2.0,1945,17.2,2010,-5.2,1945,82.0,1888
12-05,153,22.8,1976,3.6,1933,20.5,2010,-1.6,1896,17.5,2010,-5.4,1994,62.3,1971
12-06,153,20.5,1976,1.6,1927,17.1,2008,-1.3,2016,13.5,1976,-5.3,2016,60.1,1955
12-07,153,22.4,2008,3.8,1941,17.3,2008,0.4,1941,13.1,2025,-2.8,1908,82.7,1936
12-08,153,20.1,"2021, 2023",1.7,2016,18.8,2021,-1.8,2016,15.8,2021,-6.3,2016,116.0,1883
12-09,153,22.6,2014,4.0,2016,18.4,1895,1.1,2016,15.2,1954,-2.3,1934,68.2,1874
12-10,153,20.6,1939,3.5,2013,17.2,2014,-0.8,1883,14.4,1940,-1.9,1934,71.0,1895
12-11,153,20.5,1937,1.1,2013,15.7,1919,-2.5,2013,14.8,1919,-5.9,1963,67.9,2016
12-12,153,21.1,1965,3.7,2002,19.4,1878,-1.3,2013,14.4,1965,-4.5,"1968, 2013",66.0,1887
12-13,153,21.5,"1960, 1965",4.7,2004,17.8,"1878, 1965",-0.5,2002,15.2,1976,-4.2,2002,52.3,2025
12-14,153,20.6,1960,2.0,2024,19.0,1878,-1.4,2024,13.6,1960,-3.8,2024,48.6,1967
12-15,153,21.6,1947,1.5,1971,19.0,1947,-2.4,1875,15.9,1947,-4.1,2004,62.9,1991
12-16,153,19.9,1935,2.9,2016,17.4,1878,-5.3,1875,14.6,1907,-3.7,2004,54.0,1876
12-17,153,19.5,1937,4.0,2016,16.8,1878,-0.8,1995,12.7,1963,-5.0,1995,74.3,1939
12-18,153,20.7,2003,3.5,1898,17.1,1937,0.5,2016,14.5,1937,-1.6,1892,66.4,2024
12-19,153,22.4,1937,3.3,"1905, 2007",15.6,1927,0.7,2007,14.0,1891,-1.8,1892,42.2,1957
12-20,153,23.1,1937,2.6,2016,18.0,1937,-2.6,1875,12.7,1937,-3.5,1931,139.0,1892
12-21,153,21.0,1963,3.5,1931,18.4,1963,-0.9,1875,15.6,1963,-4.0,1931,54.1,1927
12-22,153,20.2,1963,2.8,1904,16.6,1963,-0.2,2021,13.1,1963,-4.0,2021,53.0,1881
12-23,153,22.8,1968,2.0,2021,16.7,2019,-2.2,1967,14.4,2019,-7.0,1967,47.0,1904
12-24,153,19.7,"1968, 2019",1.7,1931,18.3,2019,-2.0,1931,15.9,2019,-6.4,1899,55.9,1996
12-25,153,20.4,2024,1.0,2002,17.9,2019,-4.3,1924,14.8,2019,-7.1,2002,83.5,2017
12-26,153,19.4,1968,1.5,2002,16.0,1968,-2.9,2002,13.0,1993,-7.3,1924,129.0,1879
12-27,153,19.0,2010,2.3,2006,15.4,2010,-2.3,1953,12.8,2010,-6.5,1953,81.0,1882
12-28,153,20.0,2010,1.2,2006,16.2,2010,-1.8,1941,12.6,1995,-5.5,1904,66.1,1974
12-29,153,20.7,2010,-1.1,1924,15.8,2017,-3.2,1924,13.5,1968,-8.3,1904,79.0,1887
12-30,153,21.3,2000,0.0,1936,16.4,2000,-3.1,1936,13.2,2000,-5.6,1936,75.0,1974
12-31,153,19.3,1923,2.1,1936,17.0,1923,-2.5,1936,13.9,1923,-7.5,1936,70.5,1882
