month_day,n_years_with_data,tmax_record_high,tmax_record_high_years,tmax_record_low,tmax_record_low_years,tmean_record_high,tmean_record_high_years,tmean_record_low,tmean_record_low_years,tmin_record_high,tmin_record_high_years,tmin_record_low,tmin_record_low_years,precip_record_high,precip_record_high_years
03-26,78,16.2,2020,-5.3,1952,7.5,2020,-11.8,1963,4.2,2023,-18.2,1963,11.8,1951
03-27,78,15.9,1983,-5.1,1952,10.8,1983,-10.2,1952,7.2,1983,-15.4,2013,13.6,2017
03-28,78,17.4,2020,-4.5,1952,9.6,"1983, 2020",-7.0,2005,6.8,1983,-12.4,2018,19.5,1952
03-29,78,17.4,2020,-6.5,1952,10.5,2020,-11.2,1952,6.6,1983,-15.2,1952,16.5,1954
03-30,78,17.5,2007,-4.3,1952,9.0,2007,-11.8,1952,5.0,2002,-17.0,1952,7.4,2012
03-31,78,17.2,2007,-5.2,1963,10.7,1983,-9.7,1963,5.8,1983,-18.0,1952,15.4,1967
04-01,78,21.6,2024,-5.9,1963,15.2,2024,-10.2,1963,8.6,2024,-18.8,1952,14.2,1977
04-02,78,23.2,2024,-6.1,1963,17.0,2024,-8.4,1963,9.0,2024,-10.8,1965,15.6,2022
04-03,78,18.5,2024,-4.9,1963,13.6,2024,-7.8,1998,7.8,1983,-12.8,1998,13.8,2015
04-04,78,21.2,1990,-2.5,1963,15.3,1990,-7.6,1965,8.6,1990,-12.5,1965,11.5,1976
04-05,78,18.4,2001,-2.0,1955,11.4,2001,-4.8,1956,8.1,2008,-10.4,1963,10.0,1956
04-06,78,19.3,2008,-2.1,1955,12.4,2017,-7.3,1955,7.2,2017,-12.8,1955,11.2,2025
04-07,78,21.5,1975,0.2,1955,15.8,1975,-5.8,1963,9.0,"1973, 1975",-12.6,1963,11.1,"1972, 2001"
04-08,78,23.7,1975,0.4,"1969, 2025",19.3,1975,-3.7,1969,15.3,1975,-11.7,1963,15.7,1983
04-09,78,24.1,1975,-1.4,1965,17.4,1975,-5.2,1965,11.9,1975,-8.7,1965,22.5,2011
04-10,78,21.1,"2008, 2018",-0.6,1965,14.1,2024,-4.4,"1957, 1965",9.3,2024,-8.3,1965,8.7,1949
04-11,78,20.6,2008,0.7,1992,16.6,2008,-3.3,1965,12.0,2008,-9.6,1965,10.1,1967
04-12,78,20.0,2015,1.5,1997,13.2,1973,-1.4,1985,10.3,2008,-6.9,1965,21.9,1998
04-13,78,22.6,2021,0.6,"1986, 1997, 1998",15.2,2021,-1.4,1986,8.3,2001,-5.1,1965,18.2,2012
04-14,78,22.1,2021,-0.6,1998,16.9,2021,-1.6,1998,11.6,2021,-5.0,1985,17.7,2006
04-15,78,22.5,2000,1.4,1980,16.2,2000,-1.3,1998,9.8,"1972, 2000",-6.7,1998,20.0,1986
04-16,78,21.8,2025,-2.7,1979,14.9,2025,-4.2,1979,8.6,1966,-7.5,1998,13.0,1989
04-17,78,21.6,1999,-0.2,1979,15.4,2000,-3.0,1979,10.8,2000,-5.6,1979,6.5,1985
04-18,78,24.1,2025,1.7,1980,17.7,2025,-2.5,1979,12.2,2025,-6.2,"1968, 1979",11.6,1955
04-19,78,26.0,2025,1.0,1979,19.5,2025,-2.5,1979,14.1,2025,-5.8,1979,18.1,2005
04-20,78,25.8,2025,-1.4,1979,20.1,2025,-4.4,1979,13.7,2025,-7.7,1979,18.0,1962
04-21,78,25.9,2025,0.2,1979,19.3,2025,-3.0,1979,10.0,2025,-6.0,1979,16.9,1986
04-22,78,23.4,2025,0.5,1987,18.9,2025,-1.3,1987,13.7,2025,-4.3,1959,10.4,1971
04-23,78,25.8,2025,1.1,1971,17.9,1996,-1.6,1954,12.4,2000,-4.2,1954,14.0,1991
04-24,78,28.0,1950,2.5,1971,21.6,1950,-0.7,1971,14.6,1950,-3.3,"1981, 1987",17.8,2021
04-25,78,25.4,2000,4.1,1992,18.9,1950,0.3,1971,15.5,1950,-5.4,1971,12.7,1982
04-26,78,25.6,2001,1.5,2003,19.6,2001,-1.4,2003,13.8,1995,-5.4,1971,17.5,1958
04-27,78,24.5,2019,1.6,1971,18.5,2001,-0.4,1971,11.9,1989,-4.2,2003,14.8,2024
04-28,78,26.3,2012,4.7,"1978, 1985",18.1,2012,1.1,2003,12.6,2001,-3.0,2003,14.5,1976
04-29,78,28.9,2012,3.2,1971,18.8,2009,-1.4,1961,11.8,1969,-3.8,1961,30.4,1965
04-30,78,24.7,1969,4.5,1978,18.6,2017,0.7,1978,12.5,1957,-3.7,1961,12.0,1999
05-01,78,26.3,1977,6.0,1965,19.8,1977,1.3,1978,13.9,1977,-4.9,1978,28.5,2025
05-02,78,28.2,1977,3.5,1995,21.2,1977,1.1,1995,13.9,2017,-5.0,1961,18.6,2025
05-03,78,27.2,1970,3.0,1999,20.0,1970,1.2,1999,14.0,"1967, 1991",-4.0,1995,17.8,1954
05-04,78,28.5,1970,5.1,1994,20.8,1970,1.2,1999,13.4,1996,-1.1,1999,19.6,1960
05-05,78,25.6,1979,5.7,1999,20.7,1970,1.9,1999,15.7,1970,-4.3,1999,17.0,2014
05-06,78,27.5,1970,5.5,1965,21.4,1970,2.3,1965,16.4,1984,-3.1,1999,21.0,1953
05-07,78,29.2,1967,5.8,2008,21.2,1968,2.4,2024,14.9,1968,-1.4,1953,13.2,1988
05-08,78,30.0,1967,5.2,1999,21.9,1968,1.4,1952,16.1,1968,-3.0,2008,38.9,2021
05-09,78,30.0,1967,4.6,2017,21.0,1967,1.4,1972,14.6,2010,-3.8,1999,11.6,1978
05-10,78,29.4,1996,3.4,1972,21.4,1996,0.6,1972,16.4,2010,-2.5,1999,12.9,1995
05-11,78,28.6,1957,5.2,1978,20.9,1957,2.4,2017,15.3,2019,-2.0,1991,15.8,2001
05-12,78,27.6,1996,3.7,1999,21.1,2012,1.9,1999,16.2,2012,-2.3,1995,23.7,1984
05-13,78,28.4,2013,4.2,1980,21.3,2013,1.7,2000,16.8,1996,-0.5,1950,23.5,1998
05-14,78,29.7,2013,5.8,2000,22.7,2013,2.9,"1994, 2000",16.9,1996,-1.2,2004,17.2,1962
05-15,78,29.8,2013,5.6,1980,20.8,"1996, 2013",4.0,1954,16.3,1957,-2.8,1994,19.3,2015
05-16,78,30.2,2013,6.2,1980,22.6,2013,3.9,2000,15.5,1967,-0.5,1954,19.4,2015
05-17,78,30.6,2021,5.6,1952,21.2,2021,3.4,1952,16.9,2013,-0.6,2000,13.0,2015
05-18,78,30.8,2021,8.9,1952,24.7,2021,4.1,1952,17.5,2021,-1.0,1952,39.2,1976
05-19,78,30.2,1979,7.4,1961,23.2,1983,3.9,1974,19.9,2021,-1.9,1952,29.0,1977
05-20,78,29.2,2014,2.6,1974,22.6,2014,0.7,1974,16.0,"1967, 2007",-0.8,1974,15.8,2005
05-21,78,29.2,2014,5.5,1980,22.6,2014,3.5,1980,17.0,2003,0.1,1974,22.5,1968
05-22,78,29.4,2007,7.0,1969,22.6,2007,4.1,1980,15.9,1995,-0.1,1960,29.7,1956
05-23,78,29.6,2007,9.2,2020,22.2,2007,4.4,1959,15.2,2007,-1.4,1993,18.3,2009
05-24,78,31.0,2005,7.7,1969,24.0,1983,4.7,1969,17.8,1983,-0.6,"1951, 1965",26.2,1950
05-25,78,31.5,2005,6.6,1957,23.5,"1995, 2014",4.9,1957,17.0,"1983, 1995",0.5,1959,18.2,1990
05-26,78,30.0,1979,5.0,1987,23.9,1979,3.7,1987,17.4,1979,0.5,1997,13.5,1977
05-27,78,31.1,2007,7.0,1987,24.5,1958,4.3,1987,19.2,2025,0.4,1968,26.6,2022
05-28,78,33.2,2007,9.5,"1957, 1987",27.0,2007,6.0,1957,19.5,1958,0.6,1997,32.7,1998
05-29,78,32.5,2007,7.8,1959,26.9,2007,4.9,1987,20.4,2007,2.2,1987,37.7,2020
05-30,78,32.2,2007,6.7,1957,26.3,2007,4.9,1987,18.9,2007,0.9,1959,30.9,2001
05-31,78,31.7,2007,10.1,2001,26.0,2007,7.2,1951,19.4,2007,1.4,1959,34.0,2020
06-01,78,30.3,2024,11.4,1965,24.4,1948,8.8,1965,17.5,"1948, 1988",3.7,1956,28.1,1991
06-02,78,30.5,1986,10.7,2020,23.5,1986,6.6,2003,18.3,2014,3.6,1999,33.5,1989
06-03,78,29.9,1995,6.3,2003,23.3,1995,4.7,2003,16.4,2024,1.2,1967,43.3,1976
06-04,78,29.5,2014,13.6,1985,22.4,2014,7.3,1954,16.9,1995,3.0,1978,28.2,2020
06-05,78,31.6,2014,13.1,1954,23.9,1988,8.2,1954,17.6,1988,2.8,1954,17.1,1962
06-06,78,32.5,1988,8.3,1962,26.0,1988,6.8,1962,19.9,1975,3.1,1978,61.1,2024
06-07,78,32.7,1988,9.8,2016,25.8,1988,5.5,1958,19.2,1948,2.6,1950,26.3,1960
06-08,78,30.9,2019,10.5,1990,26.0,1948,7.5,1982,19.3,1986,0.8,1958,25.2,1997
06-09,78,31.2,2019,9.1,1982,25.6,1948,7.0,1982,18.0,1948,3.8,1990,41.1,1993
06-10,78,30.0,1998,11.0,1982,24.0,1999,5.4,1982,18.1,2019,1.4,1982,27.6,1988
06-11,78,31.3,1998,9.8,1982,25.5,1998,5.2,1982,18.4,"1981, 1987, 1998",1.6,1982,53.8,1977
06-12,78,30.8,1998,12.0,1993,25.7,1998,9.3,1993,18.5,1998,3.9,1982,34.1,1995
06-13,78,30.3,1998,12.5,1950,26.2,1998,8.8,1950,19.6,1998,2.9,1993,21.3,2020
06-14,78,33.4,1998,13.5,"1976, 2003",27.3,1998,10.0,"1950, 1976",19.2,1998,4.0,1955,62.5,1970
06-15,78,33.9,1998,10.9,2017,27.9,1998,9.1,1957,20.2,1998,5.0,2003,26.7,1957
06-16,78,31.5,1995,10.4,1970,24.8,1972,8.5,1957,18.4,1972,4.6,1965,23.1,1976
06-17,78,31.4,2020,11.6,1957,24.8,2020,9.3,1957,19.1,1987,3.8,1966,20.1,1963
06-18,78,30.5,2020,12.8,2014,24.7,1975,9.5,2014,20.1,1975,5.0,1958,41.4,2020
06-19,78,30.8,1991,11.9,1963,24.4,1998,9.6,1958,19.2,1998,6.0,1994,27.7,1978
06-20,78,31.1,1956,12.0,1978,26.1,1998,10.6,1978,21.5,1998,5.7,1994,31.7,2015
06-21,78,31.1,2021,11.0,1990,25.7,2021,8.5,1990,20.3,1948,6.2,1983,29.7,2005
06-22,78,33.7,2021,9.9,1983,26.6,2021,6.0,1983,20.0,2019,2.9,1983,25.3,1959
06-23,78,34.8,2021,8.4,1983,27.8,2021,6.2,1983,19.9,1981,3.9,1983,58.6,1986
06-24,78,34.5,2021,10.3,1983,28.6,2021,6.2,1983,21.0,2021,3.0,1983,17.3,1987
06-25,78,33.1,2010,12.3,1986,27.5,2021,10.4,1983,21.6,2021,3.4,1983,22.0,1965
06-26,78,33.6,2010,13.9,1983,27.6,2021,10.4,1969,21.0,2021,6.6,1969,19.7,1980
06-27,78,33.6,2021,13.9,1993,26.5,2022,10.5,1992,21.8,2016,6.0,"1969, 1983",42.6,1958
06-28,78,32.8,1952,11.3,2014,26.4,1954,9.6,2014,19.8,2021,7.0,1992,32.6,1996
06-29,78,33.0,1991,12.0,2019,27.9,1991,10.7,2019,22.2,1991,6.5,1992,35.5,2000
06-30,78,31.1,1954,14.0,1962,25.6,1981,11.0,1962,21.5,1991,7.5,1957,64.7,2017
07-01,78,30.8,1999,13.5,1962,26.0,1959,10.9,"1957, 2006",20.1,1959,7.1,1955,38.2,2005
07-02,78,32.0,2024,14.5,1976,27.3,2024,10.2,1963,21.6,1959,6.6,1986,17.5,1973
07-03,78,32.7,2024,12.0,1963,27.8,2024,9.7,1963,22.5,2024,5.7,1957,50.2,1982
07-04,78,33.5,2024,11.6,1963,26.1,2024,10.3,1963,19.7,2024,5.5,1986,25.6,1998
07-05,78,31.8,1954,11.1,1976,26.1,1954,8.3,1976,20.1,1968,6.6,1992,25.8,1977
07-06,78,31.5,1954,11.0,1994,26.9,1954,9.2,1994,21.4,1954,6.5,1992,37.1,1983
07-07,78,34.8,1972,10.4,1952,27.8,1972,9.1,1952,21.8,2023,6.5,2009,61.5,1981
07-08,78,34.0,1999,12.4,2017,27.4,1954,11.0,1992,20.6,1986,6.6,1992,36.1,1960
07-09,78,32.8,1954,15.9,1956,26.2,1954,12.6,2017,19.4,1986,6.1,1958,29.6,2013
07-10,78,33.9,2025,16.5,1968,27.6,2025,12.2,1975,20.9,1996,5.9,1975,33.2,1986
07-11,78,35.6,1996,14.5,1968,28.5,1996,11.9,1968,21.5,1996,7.2,1975,35.5,1986
07-12,78,34.6,2025,13.6,1986,28.3,1996,10.9,1968,22.5,1996,5.1,1968,18.7,1980
07-13,78,33.6,2021,14.2,1986,26.8,2021,12.3,1986,22.0,1996,9.0,2015,49.2,2004
07-14,78,34.1,"1951, 2021",14.9,1968,27.3,2021,12.8,1968,21.0,2021,9.3,1997,21.8,1979
07-15,78,33.2,1951,16.0,1990,26.5,1951,13.4,1980,20.7,2024,9.0,1971,28.8,2025
07-16,78,33.6,2010,15.3,1987,27.8,2010,12.7,1995,21.8,2011,9.4,1980,50.8,2008
07-17,78,35.0,2010,15.9,1969,28.6,2010,13.4,1969,21.0,2018,8.4,1976,32.2,1968
07-18,78,32.6,2001,15.5,1978,27.0,2010,12.0,1978,21.0,2001,7.0,1995,38.9,1963
07-19,78,32.1,1970,15.0,1987,27.2,1970,11.4,1987,21.9,1970,7.9,1967,23.7,2018
07-20,78,33.0,2010,13.5,1968,27.6,2010,11.7,1956,22.5,2010,6.4,1978,40.0,2000
07-21,78,32.5,"1981, 2001",12.4,1968,26.4,1981,11.0,1968,21.0,2010,8.1,"1956, 1964",51.9,2025
07-22,78,35.2,2010,12.2,1968,28.2,2010,9.8,1968,20.9,2010,7.3,1958,16.6,1974
07-23,78,36.3,2010,16.1,1951,28.5,2010,12.1,1968,21.5,2001,6.5,1964,23.8,1990
07-24,78,36.7,2010,15.5,1951,28.7,2010,12.9,1955,20.8,2010,7.1,1964,58.3,1951
07-25,78,36.0,2010,13.9,1951,28.0,2010,12.3,1951,20.7,2010,8.8,2020,44.6,2022
07-26,78,37.5,2010,13.8,1951,28.6,2010,11.4,1951,22.1,2010,6.8,1968,38.3,2023
07-27,78,35.7,2010,16.2,1951,27.7,2011,12.2,1951,21.6,2011,8.5,1968,47.7,2020
07-28,78,37.5,2010,14.0,2006,30.8,2010,11.7,2006,24.1,2010,7.2,1951,32.1,1966
07-29,78,38.2,2010,14.7,2006,30.5,2010,11.5,1990,26.0,2010,9.0,"1969, 1991",59.4,1984
07-30,78,34.9,1981,13.5,1962,28.1,1981,10.7,1962,22.6,2010,7.6,"1973, 2006",16.0,1984
07-31,78,33.2,2010,14.7,2019,25.8,"2010, 2014",11.6,2019,20.5,1981,6.1,1971,28.4,1984
08-01,78,32.9,2014,15.8,2019,26.2,1961,11.7,1948,21.9,1961,7.7,1948,15.9,1982
08-02,78,36.9,2010,15.9,2019,28.7,2010,13.4,2019,23.3,1961,7.2,2006,26.4,1953
08-03,78,34.8,2010,12.1,1969,28.3,2010,9.8,1969,21.0,2010,7.5,1969,28.2,1997
08-04,78,37.2,2010,14.1,2019,30.2,2010,11.4,2019,24.4,2010,9.1,2019,37.8,1989
08-05,78,36.6,2010,14.2,2008,29.7,2010,10.5,2019,22.2,2010,5.6,1960,30.4,2008
08-06,78,37.3,2010,13.0,2008,29.0,2010,11.9,2008,23.5,2010,6.0,1960,20.8,2006
08-07,78,35.1,2010,13.1,2008,27.3,2010,10.0,2008,20.8,2023,5.0,1963,23.6,2007
08-08,78,36.1,2010,16.7,1969,28.0,2010,12.7,1982,21.3,2010,5.8,1982,53.0,1959
08-09,78,35.6,2010,15.3,1999,28.1,2010,12.0,1957,20.4,"2010, 2011",6.7,1957,49.6,1973
08-10,78,34.4,2010,14.1,1975,27.0,2010,10.7,1975,19.7,2010,5.8,2002,37.5,1977
08-11,78,34.1,1972,11.2,1975,27.1,2010,8.2,1975,20.3,1954,5.9,1975,26.4,1980
08-12,78,34.4,1972,13.8,1998,25.8,2010,8.6,1975,19.7,2010,2.1,1975,38.2,1980
08-13,78,31.5,2007,11.5,1958,23.8,"1970, 2010",9.4,1975,20.1,1970,4.0,1975,58.5,2003
08-14,78,32.2,2007,11.7,1975,25.8,1948,10.2,1975,18.9,2017,6.6,1956,49.1,1973
08-15,78,31.8,2011,11.2,1975,25.0,2011,9.0,1975,18.9,1967,4.4,1955,87.8,2016
